user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	aa_percent	translation_table	red_value	warnings
ERR260176_bin.3.p	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Placement	taxonomic classification fully defined by topology	"GCA_000434535.1, s__Collinsella sp000434535, 95.0, 82.07, 0.4; GCF_000169035.1, s__Collinsella aerofaciens, 95.0, 81.82, 0.48; GCF_000763055.1, s__Collinsella sp000763055, 95.0, 81.74, 0.49; GCF_001405375.1, s__Collinsella aerofaciens_F, 95.0, 81.72, 0.47; GCA_003487125.1, s__Collinsella sp003487125, 95.0, 81.56, 0.33; GCF_001404695.1, s__Collinsella aerofaciens_E, 95.0, 81.48, 0.45; GCF_002232035.1, s__Collinsella sp002232035, 95.0, 81.41, 0.45; GCF_002736145.1, s__Collinsella aerofaciens_A, 95.0, 81.32, 0.45; GCF_900155365.1, s__Collinsella bouchesdurhonensis, 95.0, 81.0, 0.38; GCA_002391315.1, s__Collinsella sp002391315, 95.0, 80.96, 0.48; GCA_002437815.1, s__Collinsella sp002437815, 95.0, 80.58, 0.48; GCF_900119895.1, s__Collinsella phocaeensis, 95.0, 79.46, 0.33; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 79.29, 0.33; GCA_002305035.1, s__Collinsella sp002305035, 95.0, 79.27, 0.36; GCF_000156215.1, s__Collinsella stercoris, 95.0, 79.23, 0.33; GCF_900046475.1, s__Collinsella ihuae, 95.0, 79.15, 0.37; GCF_000225705.1, s__Collinsella tanakaei, 95.0, 79.12, 0.31; GCF_900199705.1, s__Collinsella provencensis, 95.0, 79.01, 0.25; GCF_900176655.1, s__Collinsella vaginalis, 95.0, 78.71, 0.24"	69.07	11	0.932916478	N/A
ERR260176_bin.18.p	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	87.68	11	0.834572856	N/A
ERR260176_bin.25.o	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	Placement	taxonomic classification fully defined by topology	N/A	80.32	11	0.958091424	N/A
ERR260177_bin.38.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	GCA_003526955.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.26	0.8	GCA_003526955.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955	98.26	0.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002834225.1, s__Ruminococcus_E bromii, 95.0, 80.17, 0.39; GCF_002834235.1, s__Ruminococcus_E bromii_B, 95.0, 80.09, 0.39; GCA_003521625.1, s__Ruminococcus_E sp003521625, 95.0, 78.9, 0.32; GCF_900101355.1, s__Ruminococcus_E bromii_A, 95.0, 78.83, 0.29; GCA_002491825.1, s__Ruminococcus_E sp002491825, 95.0, 78.81, 0.36; GCA_002493635.1, s__Ruminococcus_E sp002493635, 95.0, 78.57, 0.28; GCA_002493005.1, s__Ruminococcus_E sp002493005, 95.0, 78.37, 0.29"	92.92	11	N/A	N/A
ERR260177_bin.29.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	GCA_000432435.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	99.37	0.98	GCA_000432435.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	99.37	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002437245.1, s__CAG-180 sp002437245, 95.0, 89.66, 0.87"	95.16	11	N/A	N/A
ERR260177_bin.17.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	GCF_000723465.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	98.16	0.96	GCF_000723465.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	98.16	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002391065.1, s__Ruminococcus_D sp002391065, 95.0, 77.53, 0.21"	87.58	11	N/A	N/A
ERR260177_bin.32.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	GCA_003293635.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	97.52	0.94	GCA_003293635.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	97.52	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 86.72, 0.67; GCF_002550035.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.95, 0.8; GCF_002549975.1, s__Faecalibacterium prausnitzii_H, 95.0, 84.79, 0.81; GCA_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.25, 0.83; GCF_000162015.1, s__Faecalibacterium prausnitzii_C, 95.0, 84.03, 0.76; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 83.92, 0.79; GCF_002549755.1, s__Faecalibacterium prausnitzii_D, 95.0, 83.19, 0.74; GCA_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 83.02, 0.76; GCA_003312465.1, s__Faecalibacterium prausnitzii_K, 95.0, 82.88, 0.75; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0, 82.65, 0.76; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 82.29, 0.55; GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 80.89, 0.62; GCF_002160915.1, s__Faecalibacterium sp002160915, 95.0, 80.23, 0.57"	59.88	11	N/A	N/A
ERR260177_bin.28.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	GCF_002550035.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	98.04	0.99	GCF_002550035.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_E	98.04	0.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002549975.1, s__Faecalibacterium prausnitzii_H, 95.0, 87.85, 0.92; GCF_000162015.1, s__Faecalibacterium prausnitzii_C, 95.0, 84.84, 0.86; GCA_003293635.1, s__Faecalibacterium prausnitzii_G, 95.0, 83.74, 0.82; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 83.71, 0.79; GCA_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 83.48, 0.79; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 82.57, 0.64; GCA_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 82.51, 0.74; GCF_002549755.1, s__Faecalibacterium prausnitzii_D, 95.0, 82.34, 0.8; GCA_003312465.1, s__Faecalibacterium prausnitzii_K, 95.0, 82.24, 0.76; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0, 82.11, 0.76; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 81.9, 0.54; GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 80.21, 0.57; GCF_002160915.1, s__Faecalibacterium sp002160915, 95.0, 79.76, 0.55"	50.71	11	N/A	N/A
ERR260177_bin.18.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	GCF_000162015.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	97.71	0.93	GCF_000162015.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	97.71	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_002550035.1, s__Faecalibacterium prausnitzii_E, 95.0, 85.9, 0.81; GCF_002549975.1, s__Faecalibacterium prausnitzii_H, 95.0, 85.61, 0.8; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.89, 0.74; GCA_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.87, 0.73; GCA_003293635.1, s__Faecalibacterium prausnitzii_G, 95.0, 84.62, 0.75; GCA_003312465.1, s__Faecalibacterium prausnitzii_K, 95.0, 84.45, 0.73; GCF_002549755.1, s__Faecalibacterium prausnitzii_D, 95.0, 84.43, 0.72; GCA_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 84.19, 0.71; GCA_003449675.1, s__Faecalibacterium sp003449675, 95.0, 84.1, 0.54; GCF_002550015.1, s__Faecalibacterium prausnitzii_A, 95.0, 83.84, 0.73; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 83.33, 0.54; GCF_002160895.1, s__Faecalibacterium sp002160895, 95.0, 81.04, 0.57; GCF_002160915.1, s__Faecalibacterium sp002160915, 95.0, 80.46, 0.53"	67.7	11	N/A	N/A
ERR260177_bin.30.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	GCF_900167555.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.57	0.84	GCF_900167555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	97.57	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000157955.1, s__Gemmiger variabile, 95.0, 80.96, 0.44; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.88, 0.46; GCA_003476825.1, s__Gemmiger sp003476825, 95.0, 79.84, 0.49"	89.33	11	N/A	N/A
ERR260177_bin.33.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	GCA_003476825.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	98.63	0.84	GCA_003476825.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp003476825	98.63	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_900167555.1, s__Gemmiger formicilis, 95.0, 79.8, 0.48; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.01, 0.39; GCF_000157955.1, s__Gemmiger variabile, 95.0, 78.86, 0.42"	76.21	11	N/A	N/A
ERR260177_bin.7.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	GCA_003096535.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	98.74	0.98	GCA_003096535.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	98.74	0.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000701665.1, s__Agathobaculum desmolans, 95.0, 79.59, 0.42; GCF_900291975.1, s__Agathobaculum sp900291975, 95.0, 79.11, 0.42"	86.65	11	N/A	N/A
ERR260177_bin.22.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001405615.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.43	0.96	GCF_001405615.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.43	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.37, 0.67; GCA_000434275.1, s__Agathobacter sp000434275, 95.0, 79.86, 0.38; GCA_900316805.1, s__Agathobacter sp900316805, 95.0, 77.86, 0.25"	80.04	11	N/A	N/A
ERR260177_bin.26.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	GCF_000020605.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.8	0.87	GCF_000020605.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectale	97.8	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_900317585.1, s__Agathobacter sp900317585, 95.0, 94.47, 0.74"	89.33	11	N/A	N/A
ERR260177_bin.11.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	GCF_000174195.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	97.97	0.94	GCF_000174195.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	97.97	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_003483745.1, s__Roseburia sp003483745, 95.0, 78.8, 0.31; GCF_000156535.1, s__Roseburia intestinalis, 95.0, 78.7, 0.32; GCF_001940165.1, s__Roseburia sp001940165, 95.0, 78.32, 0.17"	72.88	11	N/A	N/A
ERR260177_bin.8.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	GCF_000156535.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	98.71	0.91	GCF_000156535.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	98.71	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_003483745.1, s__Roseburia sp003483745, 95.0, 91.46, 0.76; GCF_000174195.1, s__Roseburia inulinivorans, 95.0, 79.62, 0.28; GCF_000225345.1, s__Roseburia hominis, 95.0, 78.63, 0.29; GCF_001940165.1, s__Roseburia sp001940165, 95.0, 78.27, 0.22"	85.83	11	N/A	N/A
ERR260177_bin.16.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	GCF_000469345.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	98.59	0.9	GCF_000469345.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	98.59	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_003122485.1, s__Eubacterium_I ramulus_A, 95.0, 85.33, 0.63"	85.87	11	N/A	N/A
ERR260177_bin.36.o	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	GCF_000484655.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	97.97	0.85	GCF_000484655.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	97.97	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 86.32, 0.63; GCF_000153905.1, s__Blautia_A obeum, 95.0, 80.18, 0.32; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 80.04, 0.3; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 80.0, 0.31; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 79.86, 0.31; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 79.78, 0.34; GCA_900066205.1, s__Blautia_A sp900066205, 95.0, 79.78, 0.34; GCA_900066165.1, s__Blautia_A sp900066165, 95.0, 79.76, 0.32; GCA_900066145.1, s__Blautia_A sp900066145, 95.0, 79.68, 0.32; GCA_900066335.1, s__Blautia_A sp900066335, 95.0, 79.49, 0.36; GCA_900066505.1, s__Blautia_A sp900066505, 95.0, 78.9, 0.25; GCA_000433815.1, s__Blautia_A sp000433815, 95.0, 78.55, 0.22; GCA_000436615.1, s__Blautia_A sp000436615, 95.0, 78.5, 0.28; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 78.25, 0.24"	81.87	11	N/A	N/A
ERR260177_bin.23.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_001405555.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.89	0.9	GCF_001405555.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.89	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	85.69	11	N/A	N/A
ERR260177_bin.34.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	GCF_003011855.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.72	0.92	GCF_003011855.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.72	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCA_000437095.1, s__Ruminococcus_A sp000437095, 95.0, 91.81, 0.81; GCA_002361775.1, s__Ruminococcus_A sp002361775, 95.0, 79.5, 0.27; GCA_000432335.1, s__Ruminococcus_A sp000432335, 95.0, 78.99, 0.26"	91.9	11	N/A	N/A
ERR260177_bin.27.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615	GCA_900066615.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615	98.1	0.88	GCA_900066615.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__CAG-56 sp900066615	98.1	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	91.35	11	N/A	N/A
ERR260177_bin.3.s	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena faecis	GCF_001312505.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena faecis	97.68	0.92	GCF_001312505.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena faecis	97.68	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000155205.1, s__Faecalicatena lactaris, 95.0, 80.64, 0.37; GCA_900066545.1, s__Faecalicatena sp900066545, 95.0, 80.32, 0.32; GCF_002959615.1, s__Faecalicatena gnavus, 95.0, 78.97, 0.24; GCF_002159505.1, s__Faecalicatena sp002159505, 95.0, 78.28, 0.22; GCF_001311035.1, s__Faecalicatena glycyrrhizinilyticum, 95.0, 77.93, 0.16; GCF_002160525.1, s__Faecalicatena sp002160525, 95.0, 77.83, 0.11"	89.23	11	N/A	N/A
ERR260177_bin.35.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes	GCF_000155875.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes	98.67	0.88	GCF_000155875.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_B;s__Coprococcus_B comes	98.67	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	87.6	11	N/A	N/A
ERR260177_bin.5.p	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena_B	GCF_001404875.1	95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena_B	98.22	0.92	GCF_001404875.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena_B	98.22	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	"GCF_000154065.1, s__Dorea longicatena, 95.0, 90.35, 0.84; GCF_000169235.1, s__Dorea formicigenerans, 95.0, 79.08, 0.33; GCA_000433215.1, s__Dorea sp000433215, 95.0, 78.95, 0.33; GCF_900240315.1, s__Dorea sp900240315, 95.0, 78.35, 0.24; GCA_000433535.1, s__Dorea sp000433535, 95.0, 78.3, 0.25; GCA_900066555.1, s__Dorea sp900066555, 95.0, 78.12, 0.18; GCF_000154505.1, s__Dorea scindens, 95.0, 78.05, 0.14; GCF_000509125.1, s__Dorea sp000509125, 95.0, 77.9, 0.13"	81.77	11	N/A	N/A
